model,dataset,best_valid_score,timestamp,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20
NextItNet,realestate,0.1624,20260204_094715,0.0017,0.0029,0.005,0.0009,0.001,0.0012,0.0011,0.0014,0.002,0.0017,0.0029,0.005
