model,dataset,best_valid_score,timestamp,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20
Caser,realestate,0.8402,20260203_054434,0.1288,0.1928,0.2714,0.0681,0.0766,0.082,0.0831,0.1037,0.1235,0.1288,0.1928,0.2714
