model,dataset,best_valid_score,timestamp,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20
STAMP,realestate,0.8547,20260203_090359,0.1513,0.2234,0.3126,0.0856,0.0951,0.1013,0.1018,0.125,0.1475,0.1513,0.2234,0.3126
