model,dataset,best_valid_score,timestamp,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20
GRU4Rec,realestate,0.1615,20260107_192620,0.2356,0.3059,0.3867,0.1558,0.1651,0.1707,0.1756,0.1982,0.2186,0.2356,0.3059,0.3867
