model,dataset,best_valid_score,timestamp,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20
NARM,realestate,0.9004,20260202_170222,0.1882,0.2795,0.3858,0.1013,0.1133,0.1207,0.1227,0.1521,0.179,0.1882,0.2795,0.3858
