Model,Recall@5,Recall@5_mean,Recall@5_std,Recall@10,Recall@10_mean,Recall@10_std,Recall@20,Recall@20_mean,Recall@20_std,MRR@5,MRR@5_mean,MRR@5_std,MRR@10,MRR@10_mean,MRR@10_std,MRR@20,MRR@20_mean,MRR@20_std,NDCG@5,NDCG@5_mean,NDCG@5_std,NDCG@10,NDCG@10_mean,NDCG@10_std,NDCG@20,NDCG@20_mean,NDCG@20_std,Hit@5,Hit@5_mean,Hit@5_std,Hit@10,Hit@10_mean,Hit@10_std,Hit@20,Hit@20_mean,Hit@20_std
GRU4Rec,0.9199±0.0021,0.9199,0.0021228911104120805,0.9263±0.0017,0.926325,0.0017095320997278266,0.9325±0.0014,0.93255,0.0014106735979666116,0.9028±0.0021,0.902825,0.0021313141485947047,0.9037±0.0021,0.9036500000000001,0.002088859337852438,0.9041±0.0021,0.9041250000000001,0.0020854655755170493,0.9071±0.0021,0.907125,0.00214223403638973,0.9092±0.0020,0.9092250000000001,0.002012254125767095,0.9108±0.0020,0.9108,0.0019629909152447393,0.9199±0.0021,0.9199,0.0021228911104120805,0.9263±0.0017,0.926325,0.0017095320997278266,0.9325±0.0014,0.93255,0.0014106735979666116
